Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2014-08-17,1,71,64,68,61,63,0,3,501,1851,0.005,29.23,29.96,7.9,3,8.5
2014-08-18,1,83,65,74,62,66,0,9,502,1849,0.0,29.12,29.85,2.8,22,4.9
2014-08-19,1,86,69,78,65,69,0,13,503,1848,0.09,29.02,29.72,9.2,24,10.7
2014-08-20,1,86,66,76,63,68,0,11,504,1846,0.0,29.17,29.86,7.4,25,7.9
2014-08-21,1,79,70,75,68,70,0,10,505,1845,0.98,29.21,29.92,2.8,18,5.0
2014-08-22,1,86,72,79,70,73,0,14,506,1843,1.58,29.21,29.92,3.4,23,5.1
2014-08-23,1,86,68,77,69,71,0,12,508,1842,0.34,29.25,29.96,2.6,7,5.0
2014-08-24,1,88,70,79,69,72,0,14,509,1840,0.0,29.26,29.97,6.6,12,7.4
2014-08-25,1,88,71,80,68,71,0,15,510,1839,0.01,29.28,29.99,3.0,18,6.7
2014-08-26,1,85,71,78,65,69,0,13,511,1837,0.12,29.34,30.06,1.8,36,6.1
2014-08-27,1,82,67,75,60,65,0,10,512,1835,0.0,29.4,30.11,5.9,5,6.9
2014-08-28,1,77,67,72,57,63,0,7,513,1834,0.005,29.35,30.08,7.6,8,8.6
2014-08-29,1,86,71,79,67,70,0,14,514,1832,0.08,29.19,29.92,10.7,17,11.1
2014-08-30,1,83,70,77,65,69,0,12,515,1831,0.27,29.15,29.85,10.7,23,11.7
2014-08-31,1,85,68,77,65,69,0,12,516,1829,0.0,29.18,29.89,5.7,21,6.6
2014-09-01,1,83,70,77,65,69,0,12,517,1827,0.36,29.07,29.77,10.7,22,11.5
2014-09-02,1,82,67,75,60,65,0,10,518,1826,0.01,29.18,29.88,5.4,28,5.9
2014-09-03,1,83,61,72,59,65,0,7,519,1824,0.0,29.26,29.97,5.3,20,6.7
2014-09-04,1,85,71,78,66,70,0,13,520,1822,0.26,29.21,29.93,11.4,20,12.6
2014-09-05,1,88,64,76,65,69,0,11,521,1821,0.5,29.27,29.96,7.8,27,11.0
2014-09-06,1,75,60,68,51,58,0,3,522,1819,0.0,29.42,30.13,7.1,33,8.4
2014-09-07,1,80,54,67,49,57,0,2,523,1817,0.0,29.44,30.16,1.0,12,4.3
2014-09-08,1,77,55,66,52,59,0,1,524,1815,0.0,29.33,30.07,6.0,17,6.2
2014-09-09,1,79,63,71,59,64,0,6,525,1814,0.01,29.18,29.93,7.2,18,7.6
2014-09-10,1,80,56,68,61,64,0,3,526,1812,1.31,28.97,29.67,7.3,25,15.8
2014-09-11,1,56,50,53,42,47,12,0,527,1810,0.0,29.46,30.15,9.8,35,10.3
2014-09-12,1,55,44,50,43,46,15,0,528,1809,0.13,29.55,30.27,11.7,35,12.5
2014-09-13,1,59,41,50,40,44,15,0,529,1807,0.0,29.59,30.33,3.2,33,7.7
2014-09-14,1,65,42,54,43,49,11,0,530,1805,0.0,29.49,30.25,4.5,22,4.8
2014-09-15,1,62,51,57,48,52,8,0,531,1803,0.005,29.41,30.14,2.2,30,4.9
2014-09-16,1,68,44,56,43,50,9,0,532,1760,0.0,29.41,30.15,3.0,30,4.4
2014-09-17,1,70,48,59,45,52,6,0,533,1758,0.0,29.29,30.02,0.4,17,2.8
2014-09-18,1,70,53,62,52,56,3,0,535,1756,0.0,29.4,30.12,5.5,4,6.3
2014-09-19,1,78,53,66,48,56,0,1,536,1755,0.0,29.31,30.06,10.7,18,11.5
2014-09-20,1,77,63,70,61,64,0,5,537,1753,0.12,29.1,29.83,9.8,23,10.1
2014-09-21,1,69,51,60,50,55,5,0,538,1751,0.005,29.26,29.94,10.5,31,12.7
2014-09-22,1,67,46,57,43,49,8,0,539,1749,0.0,29.52,30.22,1.7,31,5.5
2014-09-23,1,74,51,63,46,53,2,0,540,1748,0.0,29.57,30.3,1.9,20,4.3
2014-09-24,1,77,54,66,49,56,0,1,541,1746,0.0,29.57,30.3,4.3,13,5.6
2014-09-25,1,74,56,65,52,58,0,0,542,1744,0.0,29.52,30.25,0.6,11,1.9
2014-09-26,1,79,51,65,53,58,0,0,543,1742,0.0,29.51,30.23,3.7,6,4.5
2014-09-27,1,79,54,67,54,59,0,2,544,1741,0.0,29.47,30.21,3.1,7,3.8
2014-09-28,1,78,53,66,55,59,0,1,545,1739,0.0,29.38,30.12,2.3,6,3.2
2014-09-29,1,83,53,68,54,58,0,3,546,1737,0.01,29.28,30.0,5.0,36,9.0
2014-09-30,1,58,47,53,47,50,12,0,547,1735,0.005,29.29,30.03,8.8,2,9.7
2014-10-01,1,70,49,60,50,55,5,0,548,1734,0.0,29.22,29.95,10.3,13,10.4
2014-10-02,1,72,63,68,61,63,0,3,549,1732,0.32,29.03,29.78,7.2,17,7.9
2014-10-03,1,65,43,54,45,49,11,0,550,1730,0.68,28.95,29.67,15.1,28,16.4
2014-10-04,1,47,35,41,34,39,24,0,552,1729,0.06,29.0,29.72,13.5,26,13.8
2014-10-05,1,55,37,46,35,42,19,0,553,1727,0.01,28.95,29.68,8.5,23,9.0
2014-10-06,1,61,42,52,38,45,13,0,554,1725,0.01,28.89,29.61,7.9,25,8.8
2014-10-07,1,66,48,57,43,50,8,0,555,1724,0.005,29.0,29.69,9.8,25,11.5
2014-10-08,1,65,44,55,35,46,10,0,556,1722,0.0,29.27,29.97,11.0,27,11.3
2014-10-09,1,62,43,53,34,44,12,0,557,1720,0.0,29.38,30.09,3.4,36,5.8
2014-10-10,1,58,39,49,39,44,16,0,558,1719,0.0,29.43,30.16,7.7,2,8.2
2014-10-11,1,59,36,48,34,42,17,0,559,1717,0.0,29.47,30.2,2.8,8,4.5
2014-10-12,1,63,38,51,42,47,14,0,600,1715,0.01,29.24,30.0,7.9,14,9.1
2014-10-13,1,67,56,62,58,60,3,0,602,1714,0.64,28.97,29.73,7.7,14,9.1
2014-10-14,1,65,52,59,57,58,6,0,603,1712,0.65,28.83,29.55,3.5,10,10.2
2014-10-15,1,55,50,53,51,51,12,0,604,1711,0.05,29.05,29.75,9.5,35,9.9
2014-10-16,1,56,50,53,49,51,12,0,605,1709,0.005,29.02,29.77,4.1,24,7.4
2014-10-17,1,62,48,55,46,50,10,0,606,1707,0.005,28.99,29.69,11.1,29,13.2
2014-10-18,1,50,36,43,38,42,22,0,607,1706,0.01,29.39,30.08,8.2,34,9.2
2014-10-19,1,54,33,44,38,43,21,0,608,1704,0.0,29.31,30.07,7.8,21,8.2
2014-10-20,1,65,46,56,44,49,9,0,610,1703,0.01,29.17,29.9,4.7,32,9.3
2014-10-21,1,53,45,49,39,44,16,0,611,1701,0.0,29.46,30.16,10.8,1,11.4
2014-10-22,1,56,35,46,38,43,19,0,612,1660,0.0,29.56,30.3,2.9,8,4.8
2014-10-23,1,59,36,48,40,45,17,0,613,1658,0.0,29.39,30.15,7.5,19,7.8
2014-10-24,1,67,52,60,46,52,5,0,614,1657,0.0,29.25,30.0,4.4,22,5.8
2014-10-25,1,72,49,61,40,51,4,0,616,1656,0.0,29.21,29.93,10.4,29,10.9
2014-10-26,1,64,42,53,32,44,12,0,617,1654,0.0,29.21,29.95,0.9,5,5.8
2014-10-27,1,77,51,64,51,58,1,0,618,1653,0.0,28.92,29.66,12.0,19,12.9
2014-10-28,1,68,45,57,38,47,8,0,619,1651,0.005,29.15,29.85,14.8,26,15.6
2014-10-29,1,49,36,43,32,40,22,0,620,1650,0.0,29.36,30.06,9.5,29,9.9
2014-10-30,1,51,32,42,34,40,23,0,622,1649,0.0,29.34,30.09,5.1,24,5.5
2014-10-31,1,47,33,40,25,33,25,0,623,1647,0.03,29.49,30.2,22.6,34,22.9
